case:concept:name,concept:name,org:resource,enabled:timestamp,start:timestamp,time:timestamp,process_flow_type,visit_complexity,target_rank,target_area,has_reefer,n_receives,target_demand_bin,mt_utilization,target_demand,n_stops,rmg_demand,mt_demand,target_rank_group,vc_utilization,n_deliveries,rmg_utilization,target_utilization,vc_demand,gate_demand,gate_utilization,full_ratio,target_utilization_bin,has_hazardous,primary_target_area,n_containers
case_14452,Gate In,Res.GateIn,2026-04-29 08:37:00,2026-04-29 08:37:00,2026-04-29 08:37:00,delivery,3,9.0,T27,0,0,very_high,0.7425,11.0,1,115.0,23.5,mid,0.4762,2,0.53,0.5969,37.5,174.0,0.5562,0.0,medium,0,T27,2
case_14402,Gate Out,Res.GateOut,2026-04-29 08:18:00,2026-04-29 08:37:00,2026-04-29 08:37:00,receive,5,6.0,T15,0,1,medium,0.86,5.6,1,80.6,22.2,mid,0.42,0,0.52,0.594,9.4,116.6,0.56,1.0,medium,0,T15,1
case_14421,RMG_delivery,T13,2026-04-29 08:21:00,2026-04-29 08:37:00,2026-04-29 08:44:00,delivery,3,,MT,0,0,very_high,0.8266,24.43,1,135.77,24.43,non_rmg,0.5766,1,0.56,0.8266,31.63,182.07,0.61,0.0,very_high,0,MT,1
case_14453,Gate In,Res.GateIn,2026-04-29 08:38:00,2026-04-29 08:38:00,2026-04-29 08:38:00,receive,5,6.0,T26,0,1,low,0.7043,4.13,1,41.07,4.8,mid,0.4678,0,0.58,0.6368,8.87,56.67,0.5811,1.0,medium,0,T26,1
case_14454,Gate In,Res.GateIn,2026-04-29 08:38:00,2026-04-29 08:38:00,2026-04-29 08:38:00,receive,5,5.0,T26,0,1,low,0.87,0.73,1,32.0,6.73,mid,0.4757,0,0.61,0.71,3.27,42.2,0.63,1.0,high,0,T26,1
case_14430,RMG_delivery,T13,2026-04-29 08:22:00,2026-04-29 08:38:00,2026-04-29 08:45:00,delivery,4,,VC,0,0,very_high,0.752,20.2,1,123.0,22.6,non_rmg,0.466,1,0.52,0.466,20.2,140.0,0.55,1.0,low,0,VC,1
case_14447,HO2_receive,HO2,2026-04-29 08:32:00,2026-04-29 08:39:00,2026-04-29 09:10:00,receive,7,,VC,0,1,very_high,0.69,16.7,1,115.23,28.23,non_rmg,0.5044,0,0.55,0.5044,16.7,130.8,0.5622,1.0,medium,1,VC,1
case_14455,Gate In,Res.GateIn,2026-04-29 08:40:00,2026-04-29 08:40:00,2026-04-29 08:40:00,receive,8,6.0,T13,0,2,high,0.8634,10.0,1,111.1,7.1,mid,0.4167,0,0.54,0.6434,10.15,115.8,0.5767,1.0,high,0,T13,2
case_14456,Gate In,Res.GateIn,2026-04-29 08:40:00,2026-04-29 08:40:00,2026-04-29 08:40:00,delivery,3,1.0,T18,0,0,very_high,0.7233,11.67,1,104.33,1.33,top_3,0.4683,1,0.59,0.7067,13.33,101.67,0.6,0.0,high,0,T18,1
case_14389,Gate Out,Res.GateOut,2026-04-29 08:16:00,2026-04-29 08:40:00,2026-04-29 08:40:00,receive,5,15.0,T12,0,1,low,0.89,2.6,1,82.8,3.9,low,0.4318,0,0.5518,0.61,18.9,104.2,0.5918,1.0,medium,0,T12,1
case_14392,RMG_receive,T16,2026-04-29 08:06:00,2026-04-29 08:40:00,2026-04-29 08:58:00,receive,7,6.0,T16,1,1,low,0.8246,1.85,1,124.7,21.35,mid,0.5746,0,0.56,0.7492,31.15,173.55,0.61,1.0,very_high,0,T16,1
case_14401,Gate Out,Res.GateOut,2026-04-29 08:36:00,2026-04-29 08:40:00,2026-04-29 08:40:00,mixed,13,3.0,T22,0,1,high,0.7305,7.82,1,139.1,41.45,top_3,0.4195,1,0.5305,0.6309,22.02,170.97,0.5405,1.0,medium,0,T22,2
case_14428,Gate Out,Res.GateOut,2026-04-29 08:26:00,2026-04-29 08:40:00,2026-04-29 08:40:00,receive,5,7.0,T23,0,1,high,0.7311,8.0,1,140.7,40.65,mid,0.4189,0,0.5311,0.6011,24.95,181.1,0.5411,1.0,medium,0,T23,1
case_14457,Gate In,Res.GateIn,2026-04-29 08:41:00,2026-04-29 08:41:00,2026-04-29 08:41:00,mixed,13,6.0,T21,0,1,high,0.7694,7.47,1,100.15,21.28,mid,0.44,1,0.6003,0.73,25.42,121.67,0.6,1.0,very_high,0,T21,2
case_14388,Gate Out,Res.GateOut,2026-04-29 08:16:00,2026-04-29 08:41:00,2026-04-29 08:41:00,receive,5,4.0,T17,0,1,medium,0.8701,6.92,1,126.8,8.0,mid,0.42,0,0.54,0.6401,22.03,152.07,0.58,1.0,high,0,T17,1
case_14413,Gate Out,Res.GateOut,2026-04-29 08:34:00,2026-04-29 08:41:00,2026-04-29 08:41:00,receive,7,14.0,T12,0,1,low,0.8423,3.08,1,97.92,16.0,low,0.4777,0,0.5754,0.53,14.17,122.17,0.6077,1.0,medium,1,T12,1
case_14425,Gate Out,Res.GateOut,2026-04-29 08:38:00,2026-04-29 08:41:00,2026-04-29 08:41:00,receive,3,16.0,T25,0,1,low,0.81,1.9,1,87.6,23.1,low,0.3952,0,0.5552,0.2438,16.8,135.8,0.57,0.0,low,0,T25,1
case_14429,Gate Out,Res.GateOut,2026-04-29 08:32:00,2026-04-29 08:41:00,2026-04-29 08:41:00,delivery,3,7.0,T20,0,0,high,0.8518,7.37,1,115.5,12.53,mid,0.48,1,0.5809,0.6909,22.2,141.07,0.6109,1.0,high,0,T20,1
case_14452,RMG_delivery,T27,2026-04-29 08:37:00,2026-04-29 08:42:00,2026-04-29 09:04:00,delivery,3,9.0,T27,0,0,very_high,0.7425,11.0,1,115.0,23.5,mid,0.4762,2,0.53,0.5969,37.5,174.0,0.5562,0.0,medium,0,T27,2
case_14411,Gate Out,Res.GateOut,2026-04-29 08:40:00,2026-04-29 08:42:00,2026-04-29 08:42:00,delivery,2,4.0,T18,0,0,medium,0.764,5.0,1,67.6,17.6,mid,0.466,1,0.59,0.676,10.8,129.4,0.6,0.0,high,0,T18,1
case_14439,RMG_receive,T18,2026-04-29 08:29:00,2026-04-29 08:42:00,2026-04-29 08:48:00,receive,4,7.0,T18,0,1,medium,0.86,5.3,1,94.0,12.5,mid,0.39,0,0.59,0.7122,13.4,119.8,0.6,1.0,high,0,T18,1
case_14443,RMG_delivery,T14,2026-04-29 08:31:00,2026-04-29 08:42:00,2026-04-29 09:12:00,delivery,3,5.0,T14,0,0,medium,0.87,5.75,1,21.9,6.0,mid,0.48,1,0.6099,0.72,1.05,27.7,0.6299,1.0,very_high,0,T14,1
case_14457,RMG_mixed,T21,2026-04-29 08:41:00,2026-04-29 08:43:00,2026-04-29 09:02:00,mixed,13,6.0,T21,0,1,high,0.7694,7.47,1,100.15,21.28,mid,0.44,1,0.6003,0.73,25.42,121.67,0.6,1.0,very_high,0,T21,2
case_14369,RMG_receive,T11,2026-04-29 08:05:00,2026-04-29 08:43:00,2026-04-29 09:24:00,mixed,10,19.0,T11,0,1,low,0.81,1.0,2,32.03,1.7,low,0.5128,1,0.64,0.3186,8.9,44.83,0.65,0.5,low,0,T11,2
case_14420,Gate Out,Res.GateOut,2026-04-29 08:41:00,2026-04-29 08:43:00,2026-04-29 08:43:00,delivery,3,10.0,T27,0,0,medium,0.85,5.53,1,114.83,25.9,mid,0.35,1,0.464,0.5481,23.07,169.68,0.514,0.0,medium,0,T27,1
case_14324,Gate Out,Res.GateOut,2026-04-29 08:32:00,2026-04-29 08:43:00,2026-04-29 08:43:00,mixed,13,12.0,T12,1,1,medium,0.7492,5.95,1,118.33,26.15,low,0.4008,1,0.5992,0.6084,25.88,163.7,0.59,0.5,medium,0,T12,2
case_14347,Gate Out,Res.GateOut,2026-04-29 08:36:00,2026-04-29 08:43:00,2026-04-29 08:43:00,receive,5,19.0,T08,0,1,low,0.7547,2.5,1,38.25,10.25,low,0.4241,0,0.6047,0.4406,9.5,48.5,0.6,1.0,low,0,T08,1
case_14446,RMG_receive,T08,2026-04-29 08:32:00,2026-04-29 08:43:00,2026-04-29 09:33:00,receive,4,15.0,T08,0,1,high,0.91,8.65,1,131.13,5.88,low,0.41,0,0.55,0.4722,9.88,131.0,0.59,1.0,low,0,T08,1
case_14453,RMG_receive,T26,2026-04-29 08:38:00,2026-04-29 08:44:00,2026-04-29 08:52:00,receive,5,6.0,T26,0,1,low,0.7043,4.13,1,41.07,4.8,mid,0.4678,0,0.58,0.6368,8.87,56.67,0.5811,1.0,medium,0,T26,1
case_14386,RMG_receive,T11,2026-04-29 08:02:00,2026-04-29 08:44:00,2026-04-29 08:50:00,receive,4,10.0,T11,0,1,low,0.8552,2.03,1,86.9,10.07,mid,0.48,0,0.5826,0.6552,26.0,117.13,0.6126,1.0,high,0,T11,1
case_14407,Gate Out,Res.GateOut,2026-04-29 08:33:00,2026-04-29 08:44:00,2026-04-29 08:44:00,receive,5,13.0,T14,0,1,medium,0.85,5.07,1,107.27,33.17,low,0.3501,0,0.5,0.5299,58.62,164.4,0.54,1.0,medium,0,T14,1
case_14449,HO2_delivery,HO2,2026-04-29 08:32:00,2026-04-29 08:44:00,2026-04-29 09:04:00,receive,4,,VC,0,1,very_high,0.7713,38.53,1,121.47,24.13,non_rmg,0.47,0,0.52,0.47,38.53,159.13,0.5557,1.0,low,0,VC,1
case_14442,RMG_receive,T16,2026-04-29 08:31:00,2026-04-29 08:45:00,2026-04-29 08:49:00,receive,4,9.0,T16,0,1,medium,0.9164,6.4,1,113.73,5.57,mid,0.4728,0,0.5836,0.6636,33.63,144.77,0.62,1.0,high,0,T16,1
case_14451,RMG_receive,T08,2026-04-29 08:36:00,2026-04-29 08:45:00,2026-04-29 08:53:00,receive,4,14.0,T08,0,1,medium,0.87,4.6,1,33.3,4.3,low,0.4728,0,0.61,0.4672,6.6,36.2,0.63,1.0,low,0,T08,1
case_14458,Gate In,Res.GateIn,2026-04-29 08:46:00,2026-04-29 08:46:00,2026-04-29 08:46:00,delivery,3,,MT,0,0,very_high,0.7578,26.75,1,106.15,26.75,non_rmg,0.4839,1,0.53,0.7578,37.05,125.3,0.5639,1.0,very_high,0,MT,1
case_14459,Gate In,Res.GateIn,2026-04-29 08:46:00,2026-04-29 08:46:00,2026-04-29 08:46:00,receive,4,1.0,T21,0,1,medium,0.8843,6.13,1,85.2,6.4,top_3,0.4272,0,0.5472,0.6772,20.2,105.13,0.5872,1.0,high,0,T21,1
case_14460,Gate In,Res.GateIn,2026-04-29 08:46:00,2026-04-29 08:46:00,2026-04-29 08:46:00,delivery,3,,VC,0,0,very_high,0.838,31.1,1,139.07,6.28,non_rmg,0.3941,1,0.59,0.3941,31.1,156.27,0.6,1.0,low,0,VC,1
case_14461,Gate In,Res.GateIn,2026-04-29 08:46:00,2026-04-29 08:46:00,2026-04-29 08:46:00,delivery,3,6.0,T11,0,0,high,0.8158,10.7,1,130.5,8.3,mid,0.4,1,0.4929,0.5886,15.5,160.0,0.5329,1.0,medium,0,T11,1
case_14462,Gate In,Res.GateIn,2026-04-29 08:46:00,2026-04-29 08:46:00,2026-04-29 08:46:00,delivery,3,,MT,0,0,very_high,0.8655,48.2,1,116.0,48.2,non_rmg,0.4445,2,0.58,0.8655,14.6,162.0,0.61,0.0,very_high,0,MT,2
case_14349,Gate Out,Res.GateOut,2026-04-29 08:04:00,2026-04-29 08:46:00,2026-04-29 08:46:00,delivery,4,7.0,T13,0,0,high,0.9028,7.4,1,95.4,16.6,mid,0.48,1,0.5745,0.6772,14.1,94.6,0.6172,1.0,high,0,T13,1
case_14463,Gate In,Res.GateIn,2026-04-29 08:47:00,2026-04-29 08:47:00,2026-04-29 08:47:00,receive,5,15.0,T06,0,1,high,0.7757,8.85,1,107.98,22.0,low,0.4457,0,0.5943,0.4643,27.12,147.38,0.6,1.0,low,0,T06,1
case_14464,Gate In,Res.GateIn,2026-04-29 08:47:00,2026-04-29 08:47:00,2026-04-29 08:47:00,receive,5,1.0,T18,0,1,low,0.75,2.0,1,119.67,22.67,top_3,0.3958,0,0.6,0.7475,37.0,159.67,0.59,1.0,very_high,0,T18,1
case_14412,Gate Out,Res.GateOut,2026-04-29 08:29:00,2026-04-29 08:47:00,2026-04-29 08:47:00,receive,4,19.0,T08,0,1,low,0.7698,3.2,1,56.13,15.33,low,0.46,0,0.59,0.4551,5.27,80.27,0.5949,1.0,low,0,T08,1
case_14421,Gate Out,Res.GateOut,2026-04-29 08:44:00,2026-04-29 08:47:00,2026-04-29 08:47:00,delivery,3,,MT,0,0,very_high,0.8266,24.43,1,135.77,24.43,non_rmg,0.5766,1,0.56,0.8266,31.63,182.07,0.61,0.0,very_high,0,MT,1
case_14456,RMG_delivery,T18,2026-04-29 08:40:00,2026-04-29 08:48:00,2026-04-29 08:50:00,delivery,3,1.0,T18,0,0,very_high,0.7233,11.67,1,104.33,1.33,top_3,0.4683,1,0.59,0.7067,13.33,101.67,0.6,0.0,high,0,T18,1
case_14459,RMG_receive,T21,2026-04-29 08:46:00,2026-04-29 08:48:00,2026-04-29 08:57:00,receive,4,1.0,T21,0,1,medium,0.8843,6.13,1,85.2,6.4,top_3,0.4272,0,0.5472,0.6772,20.2,105.13,0.5872,1.0,high,0,T21,1
case_14461,RMG_delivery,T11,2026-04-29 08:46:00,2026-04-29 08:48:00,2026-04-29 08:58:00,delivery,3,6.0,T11,0,0,high,0.8158,10.7,1,130.5,8.3,mid,0.4,1,0.4929,0.5886,15.5,160.0,0.5329,1.0,medium,0,T11,1
case_14462,LL_delivery,LL,2026-04-29 08:46:00,2026-04-29 08:48:00,2026-04-29 08:53:00,delivery,3,,MT,0,0,very_high,0.8655,48.2,1,116.0,48.2,non_rmg,0.4445,2,0.58,0.8655,14.6,162.0,0.61,0.0,very_high,0,MT,2
case_14465,Gate In,Res.GateIn,2026-04-29 08:48:00,2026-04-29 08:48:00,2026-04-29 08:48:00,mixed,12,9.0,T27,0,1,low,0.7312,3.0,1,98.67,23.7,mid,0.4706,1,0.53,0.5997,44.23,154.33,0.5506,1.0,medium,0,T27,2
case_14382,RMG_receive,T27,2026-04-29 07:49:00,2026-04-29 08:48:00,2026-04-29 08:51:00,receive,5,8.0,T27,0,1,low,0.85,3.2,1,118.2,45.4,mid,0.358,0,0.496,0.6,32.4,185.6,0.536,1.0,medium,0,T27,1
case_14399,Gate Out,Res.GateOut,2026-04-29 08:45:00,2026-04-29 08:48:00,2026-04-29 08:48:00,receive,5,,VC,0,1,very_high,0.8315,44.08,1,109.75,23.83,non_rmg,0.5,0,0.5085,0.5,44.08,146.33,0.56,1.0,low,0,VC,1
case_14427,Gate Out,Res.GateOut,2026-04-29 08:41:00,2026-04-29 08:48:00,2026-04-29 08:48:00,receive,6,3.0,T23,1,1,high,0.8567,8.9,1,133.6,28.58,top_3,0.42,0,0.5233,0.6233,18.58,168.72,0.5633,0.0,medium,0,T23,1
case_14340,Gate Out,Res.GateOut,2026-04-29 07:52:00,2026-04-29 08:48:00,2026-04-29 08:48:00,receive,4,,VC,0,1,very_high,0.8168,37.0,1,114.78,34.32,non_rmg,0.5033,0,0.5166,0.5033,37.0,181.52,0.5633,1.0,medium,0,VC,1
case_14466,Gate In,Res.GateIn,2026-04-29 08:49:00,2026-04-29 08:49:00,2026-04-29 08:49:00,delivery,3,,MT,0,0,very_high,0.804,11.93,1,24.17,11.93,non_rmg,0.406,1,0.56,0.804,3.38,33.55,0.576,0.0,very_high,0,MT,1
case_14467,Gate In,Res.GateIn,2026-04-29 08:49:00,2026-04-29 08:49:00,2026-04-29 08:49:00,mixed,9,17.0,T08,0,1,low,0.69,3.02,2,110.22,26.08,low,0.5101,1,0.55,0.4299,22.9,147.4,0.565,0.5,low,0,T08,2
case_14436,Gate Out,Res.GateOut,2026-04-29 08:36:00,2026-04-29 08:49:00,2026-04-29 08:49:00,receive,5,,MT,0,1,very_high,0.8719,31.9,1,92.3,31.9,non_rmg,0.47,0,0.6281,0.8719,22.07,130.73,0.64,1.0,very_high,0,MT,1
case_14454,RMG_receive,T26,2026-04-29 08:38:00,2026-04-29 08:50:00,2026-04-29 09:00:00,receive,5,5.0,T26,0,1,low,0.87,0.73,1,32.0,6.73,mid,0.4757,0,0.61,0.71,3.27,42.2,0.63,1.0,high,0,T26,1
case_14466,LL_delivery,LL,2026-04-29 08:49:00,2026-04-29 08:50:00,2026-04-29 08:55:00,delivery,3,,MT,0,0,very_high,0.804,11.93,1,24.17,11.93,non_rmg,0.406,1,0.56,0.804,3.38,33.55,0.576,0.0,very_high,0,MT,1
case_14468,Gate In,Res.GateIn,2026-04-29 08:50:00,2026-04-29 08:50:00,2026-04-29 08:50:00,receive,4,,VC,0,1,very_high,0.8239,28.47,1,145.3,25.48,non_rmg,0.53,0,0.6261,0.53,28.47,175.38,0.648,1.0,medium,0,VC,1
case_14467,LL_delivery,LL,2026-04-29 08:49:00,2026-04-29 08:50:00,2026-04-29 09:03:00,mixed,9,17.0,T08,0,1,low,0.69,3.02,2,110.22,26.08,low,0.5101,1,0.55,0.4299,22.9,147.4,0.565,0.5,low,0,T08,2
case_14468,HO2_delivery,HO2,2026-04-29 08:50:00,2026-04-29 08:50:00,2026-04-29 09:13:00,receive,4,,VC,0,1,very_high,0.8239,28.47,1,145.3,25.48,non_rmg,0.53,0,0.6261,0.53,28.47,175.38,0.648,1.0,medium,0,VC,1
case_14469,Gate In,Res.GateIn,2026-04-29 08:50:00,2026-04-29 08:50:00,2026-04-29 08:50:00,delivery,3,7.0,T17,0,0,high,0.78,7.2,1,135.2,0.0,mid,0.4752,1,0.52,0.6918,34.9,170.9,0.56,1.0,high,0,T17,1
case_14430,Gate Out,Res.GateOut,2026-04-29 08:45:00,2026-04-29 08:50:00,2026-04-29 08:50:00,delivery,4,,VC,0,0,very_high,0.752,20.2,1,123.0,22.6,non_rmg,0.466,1,0.52,0.466,20.2,140.0,0.55,1.0,low,0,VC,1
case_14438,Gate Out,Res.GateOut,2026-04-29 08:37:00,2026-04-29 08:50:00,2026-04-29 08:50:00,receive,5,18.0,T11,0,1,low,0.86,1.83,1,14.67,5.0,low,0.5,0,0.4754,0.2546,2.5,12.83,0.5454,1.0,low,0,T11,1
case_14455,RMG_receive,T13,2026-04-29 08:40:00,2026-04-29 08:51:00,2026-04-29 09:02:00,receive,8,6.0,T13,0,2,high,0.8634,10.0,1,111.1,7.1,mid,0.4167,0,0.54,0.6434,10.15,115.8,0.5767,1.0,high,0,T13,2
case_14464,RMG_receive,T18,2026-04-29 08:47:00,2026-04-29 08:51:00,2026-04-29 08:57:00,receive,5,1.0,T18,0,1,low,0.75,2.0,1,119.67,22.67,top_3,0.3958,0,0.6,0.7475,37.0,159.67,0.59,1.0,very_high,0,T18,1
case_14470,Gate In,Res.GateIn,2026-04-29 08:51:00,2026-04-29 08:51:00,2026-04-29 08:51:00,receive,4,,VC,0,1,very_high,0.87,14.53,1,53.6,10.27,non_rmg,0.48,0,0.5962,0.48,14.53,82.8,0.62,1.0,low,0,VC,1
case_14471,Gate In,Res.GateIn,2026-04-29 08:51:00,2026-04-29 08:51:00,2026-04-29 08:51:00,delivery,3,,MT,0,0,very_high,0.8182,19.3,1,107.17,19.3,non_rmg,0.3818,1,0.55,0.8182,22.17,129.7,0.5618,0.0,very_high,0,MT,1
case_14472,Gate In,Res.GateIn,2026-04-29 08:51:00,2026-04-29 08:51:00,2026-04-29 08:51:00,receive,4,9.0,T16,0,1,medium,0.9008,6.58,1,120.6,5.63,mid,0.4508,0,0.5808,0.67,30.53,142.3,0.6108,0.0,high,0,T16,1
case_14433,Gate Out,Res.GateOut,2026-04-29 08:36:00,2026-04-29 08:51:00,2026-04-29 08:51:00,receive,5,7.0,T15,0,1,low,0.91,1.7,1,23.1,5.7,mid,0.4858,0,0.56,0.66,3.1,28.4,0.61,1.0,high,0,T15,1
case_14450,Gate Out,Res.GateOut,2026-04-29 08:41:00,2026-04-29 08:51:00,2026-04-29 08:51:00,delivery,3,,MT,0,0,very_high,0.7609,19.45,1,125.45,19.45,non_rmg,0.47,1,0.52,0.7609,30.37,163.02,0.5505,0.0,very_high,0,MT,1
case_14456,Gate Out,Res.GateOut,2026-04-29 08:50:00,2026-04-29 08:52:00,2026-04-29 08:52:00,delivery,3,1.0,T18,0,0,very_high,0.7233,11.67,1,104.33,1.33,top_3,0.4683,1,0.59,0.7067,13.33,101.67,0.6,0.0,high,0,T18,1
case_14463,RMG_receive,T06,2026-04-29 08:47:00,2026-04-29 08:52:00,2026-04-29 09:20:00,receive,5,15.0,T06,0,1,high,0.7757,8.85,1,107.98,22.0,low,0.4457,0,0.5943,0.4643,27.12,147.38,0.6,1.0,low,0,T06,1
case_14470,HO2_receive,HO2,2026-04-29 08:51:00,2026-04-29 08:52:00,2026-04-29 09:05:00,receive,4,,VC,0,1,very_high,0.87,14.53,1,53.6,10.27,non_rmg,0.48,0,0.5962,0.48,14.53,82.8,0.62,1.0,low,0,VC,1
case_14473,Gate In,Res.GateIn,2026-04-29 08:52:00,2026-04-29 08:52:00,2026-04-29 08:52:00,delivery,4,,VC,0,0,very_high,0.8532,12.07,1,139.2,29.27,non_rmg,0.42,1,0.5332,0.42,12.07,156.2,0.5732,1.0,low,0,VC,1
case_14473,HO2_delivery,HO2,2026-04-29 08:52:00,2026-04-29 08:52:00,2026-04-29 08:54:00,delivery,4,,VC,0,0,very_high,0.8532,12.07,1,139.2,29.27,non_rmg,0.42,1,0.5332,0.42,12.07,156.2,0.5732,1.0,low,0,VC,1
case_14474,Gate In,Res.GateIn,2026-04-29 08:52:00,2026-04-29 08:52:00,2026-04-29 08:52:00,receive,4,12.0,T10,0,1,very_high,0.82,11.42,1,139.03,26.42,low,0.53,0,0.63,0.6878,19.35,192.33,0.64,0.0,high,0,T10,1
case_14426,Gate Out,Res.GateOut,2026-04-29 08:35:00,2026-04-29 08:52:00,2026-04-29 08:52:00,delivery,3,,MT,0,0,high,0.92,9.5,1,13.25,9.5,non_rmg,0.42,1,0.56,0.92,1.75,21.75,0.6,0.0,very_high,0,MT,1
case_14475,Gate In,Res.GateIn,2026-04-29 08:53:00,2026-04-29 08:53:00,2026-04-29 08:53:00,receive,4,8.0,T23,0,1,medium,0.74,4.6,1,116.7,21.7,mid,0.4092,0,0.5408,0.6108,34.7,144.3,0.5508,1.0,medium,0,T23,1
case_14476,Gate In,Res.GateIn,2026-04-29 08:53:00,2026-04-29 08:53:00,2026-04-29 08:53:00,receive,5,9.0,T27,0,1,very_high,0.7551,11.9,1,141.88,34.75,mid,0.4825,0,0.53,0.5937,41.85,164.77,0.5625,1.0,medium,0,T27,1
case_14475,RMG_receive,T23,2026-04-29 08:53:00,2026-04-29 08:54:00,2026-04-29 09:13:00,receive,4,8.0,T23,0,1,medium,0.74,4.6,1,116.7,21.7,mid,0.4092,0,0.5408,0.6108,34.7,144.3,0.5508,1.0,medium,0,T23,1
case_14477,Gate In,Res.GateIn,2026-04-29 08:54:00,2026-04-29 08:54:00,2026-04-29 08:54:00,mixed,11,9.0,T25,1,1,high,0.7649,8.88,2,123.2,30.73,mid,0.44,1,0.6025,0.6525,20.9,156.48,0.6,0.5,high,0,T25,2
case_14478,Gate In,Res.GateIn,2026-04-29 08:54:00,2026-04-29 08:54:00,2026-04-29 08:54:00,delivery,4,7.0,T12,0,0,medium,0.86,6.95,1,119.3,35.73,mid,0.42,1,0.52,0.58,10.27,150.75,0.56,1.0,medium,0,T12,1
case_14479,Gate In,Res.GateIn,2026-04-29 08:54:00,2026-04-29 08:54:00,2026-04-29 08:54:00,receive,4,10.0,T14,0,1,low,0.8648,3.5,1,114.8,52.1,mid,0.4452,0,0.58,0.6652,14.1,161.3,0.61,1.0,high,0,T14,1
case_14480,Gate In,Res.GateIn,2026-04-29 08:54:00,2026-04-29 08:54:00,2026-04-29 08:54:00,delivery,5,5.0,T24,0,0,low,0.7516,4.3,1,106.3,28.3,mid,0.4149,1,0.6016,0.74,24.3,137.9,0.6,1.0,very_high,1,T24,1
case_14437,Gate Out,Res.GateOut,2026-04-29 08:41:00,2026-04-29 08:54:00,2026-04-29 08:54:00,mixed,12,,VC,0,1,high,0.82,8.05,1,34.45,0.0,non_rmg,0.42,1,0.51,0.42,8.05,53.45,0.5436,1.0,low,0,VC,2
case_14472,RMG_receive,T16,2026-04-29 08:51:00,2026-04-29 08:55:00,2026-04-29 09:01:00,receive,4,9.0,T16,0,1,medium,0.9008,6.58,1,120.6,5.63,mid,0.4508,0,0.5808,0.67,30.53,142.3,0.6108,0.0,high,0,T16,1
case_14477,LL_delivery,LL,2026-04-29 08:54:00,2026-04-29 08:55:00,2026-04-29 09:01:00,mixed,11,9.0,T25,1,1,high,0.7649,8.88,2,123.2,30.73,mid,0.44,1,0.6025,0.6525,20.9,156.48,0.6,0.5,high,0,T25,2
case_14481,Gate In,Res.GateIn,2026-04-29 08:55:00,2026-04-29 08:55:00,2026-04-29 08:55:00,receive,4,12.0,T13,0,1,high,0.69,8.35,1,95.85,30.0,low,0.4936,0,0.5372,0.6564,13.3,142.0,0.5536,1.0,high,0,T13,1
case_14482,Gate In,Res.GateIn,2026-04-29 08:55:00,2026-04-29 08:55:00,2026-04-29 08:55:00,receive,5,11.0,T11,0,1,low,0.8592,3.67,1,117.0,29.0,low,0.42,0,0.5392,0.58,14.0,143.33,0.5792,1.0,medium,0,T11,1
case_14398,Gate Out,Res.GateOut,2026-04-29 08:49:00,2026-04-29 08:55:00,2026-04-29 08:55:00,mixed,13,3.0,T13,0,1,medium,0.8216,5.53,1,121.35,20.42,top_3,0.5308,1,0.6292,0.7608,22.0,163.33,0.64,1.0,very_high,0,T13,2
case_14403,Gate Out,Res.GateOut,2026-04-29 08:51:00,2026-04-29 08:55:00,2026-04-29 08:55:00,receive,4,13.0,T27,0,1,high,0.8501,8.83,1,156.57,39.97,low,0.42,0,0.5299,0.5398,22.73,200.57,0.5699,1.0,medium,0,T27,1
case_14418,Gate Out,Res.GateOut,2026-04-29 08:40:00,2026-04-29 08:55:00,2026-04-29 08:55:00,delivery,3,,MT,0,0,very_high,0.7639,13.8,1,67.4,13.8,non_rmg,0.46,1,0.59,0.7639,14.65,91.8,0.5919,0.0,very_high,0,MT,1
case_14445,RMG_receive,T16,2026-04-29 08:37:00,2026-04-29 08:55:00,2026-04-29 09:09:00,mixed,11,5.0,T16,0,1,low,0.7017,2.9,2,110.25,23.8,mid,0.4506,1,0.5289,0.66,29.0,153.8,0.54,1.0,high,0,T16,2
case_14465,RMG_mixed,T27,2026-04-29 08:48:00,2026-04-29 08:56:00,2026-04-29 09:08:00,mixed,12,9.0,T27,0,1,low,0.7312,3.0,1,98.67,23.7,mid,0.4706,1,0.53,0.5997,44.23,154.33,0.5506,1.0,medium,0,T27,2
case_14382,Gate Out,Res.GateOut,2026-04-29 08:51:00,2026-04-29 08:56:00,2026-04-29 08:56:00,receive,5,8.0,T27,0,1,low,0.85,3.2,1,118.2,45.4,mid,0.358,0,0.496,0.6,32.4,185.6,0.536,1.0,medium,0,T27,1
case_14483,Gate In,Res.GateIn,2026-04-29 08:56:00,2026-04-29 08:56:00,2026-04-29 08:56:00,receive,5,5.0,T24,0,1,low,0.8401,4.03,1,97.03,16.0,mid,0.4799,0,0.5798,0.6298,15.93,123.93,0.6099,1.0,medium,0,T24,1
case_14484,Gate In,Res.GateIn,2026-04-29 08:56:00,2026-04-29 08:56:00,2026-04-29 08:56:00,mixed,14,10.0,T10,0,1,high,0.9,7.75,1,136.5,23.85,mid,0.4671,2,0.58,0.65,35.25,172.85,0.6157,0.333,high,1,T10,3
case_14386,Gate Out,Res.GateOut,2026-04-29 08:50:00,2026-04-29 08:56:00,2026-04-29 08:56:00,receive,4,10.0,T11,0,1,low,0.8552,2.03,1,86.9,10.07,mid,0.48,0,0.5826,0.6552,26.0,117.13,0.6126,1.0,high,0,T11,1
