case:concept:name,concept:name,org:resource,enabled:timestamp,start:timestamp,time:timestamp,n_deliveries,has_reefer,has_hazardous,vc_utilization,target_rank_group,target_utilization,gate_demand,n_receives,target_rank,visit_complexity,mt_demand,full_ratio,rmg_demand,target_utilization_bin,rmg_utilization,target_area,target_demand,n_containers,process_flow_type,primary_target_area,n_stops,vc_demand,target_demand_bin,mt_utilization,gate_utilization
case_44,Gate In,Res.GateIn,2026-04-20 18:59:00,2026-04-20 18:59:00,2026-04-20 18:59:00,0,0,0,0.4056,low,0.4744,18.5,1,12.0,4,8.25,1.0,12.25,low,0.44,T16,2.5,1,receive,T16,1,1.75,low,0.81,0.5
case_5,Gate Out,Res.GateOut,2026-04-20 18:51:00,2026-04-20 19:00:00,2026-04-20 19:00:00,1,0,1,0.3997,top_3,0.7497,173.53,1,2.0,15,25.87,1.0,115.47,very_high,0.6,T22,13.47,2,mixed,T22,1,25.6,very_high,0.75,0.5948
case_26,RMG_delivery,T14,2026-04-20 18:47:00,2026-04-20 19:00:00,2026-04-20 19:05:00,1,0,0,0.35,mid,0.5172,181.2,0,10.0,2,38.7,0.0,115.5,medium,0.45,T14,11.8,1,delivery,T14,1,36.3,very_high,0.87,0.5072
case_45,Gate In,Res.GateIn,2026-04-20 19:00:00,2026-04-20 19:00:00,2026-04-20 19:00:00,0,0,0,0.47,top_3,0.75,159.0,1,3.0,4,33.4,0.0,112.2,very_high,0.6195,T24,6.2,1,receive,T24,1,25.8,medium,0.8795,0.6395
case_46,Gate In,Res.GateIn,2026-04-20 19:00:00,2026-04-20 19:00:00,2026-04-20 19:00:00,1,1,0,0.45,low,0.62,116.73,0,15.0,5,8.45,0.0,101.5,medium,0.58,T12,5.23,1,delivery,T12,1,24.55,medium,0.9,0.61
case_23,Gate Out,Res.GateOut,2026-04-20 18:58:00,2026-04-20 19:01:00,2026-04-20 19:01:00,0,0,0,0.35,low,0.458,185.0,1,12.0,5,37.2,1.0,122.4,low,0.45,T13,4.6,1,receive,T13,1,36.0,medium,0.87,0.508
case_41,RMG_receive,T23,2026-04-20 18:57:00,2026-04-20 19:01:00,2026-04-20 19:07:00,0,0,0,0.4002,mid,0.6198,181.75,1,8.0,4,25.92,1.0,144.08,medium,0.5498,T23,10.0,1,receive,T23,1,22.58,high,0.74,0.5598
case_44,RMG_receive,T16,2026-04-20 18:59:00,2026-04-20 19:01:00,2026-04-20 19:03:00,0,0,0,0.4056,low,0.4744,18.5,1,12.0,4,8.25,1.0,12.25,low,0.44,T16,2.5,1,receive,T16,1,1.75,low,0.81,0.5
case_47,Gate In,Res.GateIn,2026-04-20 19:01:00,2026-04-20 19:01:00,2026-04-20 19:01:00,0,0,0,0.48,mid,0.671,117.6,1,9.0,5,12.0,1.0,98.2,high,0.5905,T15,5.2,1,receive,T15,1,17.2,medium,0.87,0.62
case_48,Gate In,Res.GateIn,2026-04-20 19:01:00,2026-04-20 19:01:00,2026-04-20 19:01:00,1,0,0,0.4064,low,0.4743,103.43,0,17.0,4,11.7,1.0,105.37,low,0.4836,T10,5.87,1,delivery,T10,1,12.33,medium,0.8036,0.5236
case_49,Gate In,Res.GateIn,2026-04-20 19:01:00,2026-04-20 19:01:00,2026-04-20 19:01:00,0,0,0,0.4842,low,0.6132,52.65,1,14.0,4,4.85,1.0,27.3,medium,0.6021,T13,2.7,1,receive,T13,1,10.35,low,0.8011,0.6132
case_49,RMG_receive,T13,2026-04-20 19:01:00,2026-04-20 19:01:00,2026-04-20 19:05:00,0,0,0,0.4842,low,0.6132,52.65,1,14.0,4,4.85,1.0,27.3,medium,0.6021,T13,2.7,1,receive,T13,1,10.35,low,0.8011,0.6132
case_50,Gate In,Res.GateIn,2026-04-20 19:01:00,2026-04-20 19:01:00,2026-04-20 19:01:00,0,0,0,0.3554,mid,0.5762,95.4,1,6.0,5,14.27,1.0,70.18,medium,0.4762,T15,5.95,1,receive,T15,1,14.68,medium,0.8708,0.5262
case_34,RMG_delivery,T16,2026-04-20 18:53:00,2026-04-20 19:02:00,2026-04-20 19:08:00,1,0,0,0.5,mid,0.586,35.67,0,7.0,4,2.92,1.0,26.0,medium,0.47,T16,3.83,1,delivery,T16,1,9.83,low,0.86,0.54
case_45,RMG_receive,T24,2026-04-20 19:00:00,2026-04-20 19:02:00,2026-04-20 19:40:00,0,0,0,0.47,top_3,0.75,159.0,1,3.0,4,33.4,0.0,112.2,very_high,0.6195,T24,6.2,1,receive,T24,1,25.8,medium,0.8795,0.6395
case_10,RMG_receive,T06,2026-04-20 19:00:00,2026-04-20 19:03:00,2026-04-20 19:18:00,1,0,0,0.4906,low,0.4306,35.43,1,15.0,11,7.9,1.0,30.37,low,0.61,T06,3.53,2,mixed,T06,2,5.53,low,0.8594,0.63
case_40,RMG_delivery,T27,2026-04-20 18:57:00,2026-04-20 19:03:00,2026-04-20 19:14:00,1,0,0,0.42,low,0.54,168.42,0,15.0,4,34.78,1.0,135.63,medium,0.5367,T27,5.63,1,delivery,T27,1,8.1,medium,0.8567,0.5767
case_43,RMG_receive,T06,2026-04-20 18:58:00,2026-04-20 19:03:00,2026-04-20 19:05:00,0,0,0,0.4529,low,0.48,171.15,1,15.0,5,7.45,1.0,135.5,low,0.5829,T06,6.0,1,receive,T06,1,34.2,medium,0.9029,0.6129
case_48,RMG_delivery,T10,2026-04-20 19:01:00,2026-04-20 19:03:00,2026-04-20 19:07:00,1,0,0,0.4064,low,0.4743,103.43,0,17.0,4,11.7,1.0,105.37,low,0.4836,T10,5.87,1,delivery,T10,1,12.33,medium,0.8036,0.5236
case_51,Gate In,Res.GateIn,2026-04-20 19:03:00,2026-04-20 19:03:00,2026-04-20 19:03:00,0,0,0,0.36,low,0.363,55.0,1,19.0,5,13.6,1.0,66.8,low,0.506,T10,4.2,1,receive,T10,1,4.2,low,0.877,0.543
case_51,RMG_receive,T10,2026-04-20 19:03:00,2026-04-20 19:03:00,2026-04-20 19:10:00,0,0,0,0.36,low,0.363,55.0,1,19.0,5,13.6,1.0,66.8,low,0.506,T10,4.2,1,receive,T10,1,4.2,low,0.877,0.543
case_52,Gate In,Res.GateIn,2026-04-20 19:04:00,2026-04-20 19:04:00,2026-04-20 19:04:00,1,0,0,0.49,non_rmg,0.9162,21.13,0,,2,5.0,0.0,17.13,very_high,0.5723,MT,5.0,1,delivery,MT,1,1.0,medium,0.9162,0.6162
case_50,RMG_receive,T15,2026-04-20 19:01:00,2026-04-20 19:04:00,2026-04-20 19:21:00,0,0,0,0.3554,mid,0.5762,95.4,1,6.0,5,14.27,1.0,70.18,medium,0.4762,T15,5.95,1,receive,T15,1,14.68,medium,0.8708,0.5262
case_2,Gate Out,Res.GateOut,2026-04-20 18:45:00,2026-04-20 19:05:00,2026-04-20 19:05:00,1,0,0,0.5286,low,0.6895,182.6,0,11.0,4,27.17,1.0,152.45,high,0.6195,T11,9.9,1,delivery,T11,1,24.1,high,0.85,0.6395
case_31,Gate Out,Res.GateOut,2026-04-20 18:57:00,2026-04-20 19:05:00,2026-04-20 19:05:00,1,1,0,0.5251,top_3,0.7851,92.97,1,1.0,14,0.0,0.5,96.37,very_high,0.61,T21,5.13,2,mixed,T21,1,28.27,medium,0.8351,0.6351
case_33,Gate Out,Res.GateOut,2026-04-20 19:01:00,2026-04-20 19:05:00,2026-04-20 19:05:00,1,0,0,0.4105,non_rmg,0.8111,156.5,0,,2,39.62,0.0,136.3,very_high,0.52,MT,39.62,1,delivery,MT,1,18.22,very_high,0.8111,0.5505
case_53,Gate In,Res.GateIn,2026-04-20 19:05:00,2026-04-20 19:05:00,2026-04-20 19:05:00,1,0,0,0.4062,mid,0.63,110.5,0,4.0,4,6.5,1.0,82.0,medium,0.5125,T21,7.5,1,delivery,T21,1,13.5,high,0.8425,0.5462
case_53,RMG_delivery,T21,2026-04-20 19:05:00,2026-04-20 19:05:00,2026-04-20 19:08:00,1,0,0,0.4062,mid,0.63,110.5,0,4.0,4,6.5,1.0,82.0,medium,0.5125,T21,7.5,1,delivery,T21,1,13.5,high,0.8425,0.5462
case_54,Gate In,Res.GateIn,2026-04-20 19:05:00,2026-04-20 19:05:00,2026-04-20 19:05:00,0,0,0,0.482,non_rmg,0.482,177.05,1,,4,36.3,1.0,138.23,low,0.53,VC,44.82,1,receive,VC,1,44.82,very_high,0.7539,0.562
case_25,Gate Out,Res.GateOut,2026-04-20 18:55:00,2026-04-20 19:06:00,2026-04-20 19:06:00,1,0,0,0.5,non_rmg,0.8318,136.13,0,,3,21.73,0.0,103.0,very_high,0.5082,MT,21.73,1,delivery,MT,1,41.53,very_high,0.8318,0.56
case_26,Gate Out,Res.GateOut,2026-04-20 19:05:00,2026-04-20 19:06:00,2026-04-20 19:06:00,1,0,0,0.35,mid,0.5172,181.2,0,10.0,2,38.7,0.0,115.5,medium,0.45,T14,11.8,1,delivery,T14,1,36.3,very_high,0.87,0.5072
case_4,Gate Out,Res.GateOut,2026-04-20 18:51:00,2026-04-20 19:07:00,2026-04-20 19:07:00,0,0,0,0.4672,mid,0.6664,148.17,1,9.0,5,5.57,1.0,119.4,high,0.5864,T15,6.27,1,receive,T15,1,34.2,medium,0.9136,0.62
case_46,RMG_delivery,T12,2026-04-20 19:00:00,2026-04-20 19:07:00,2026-04-20 19:13:00,1,1,0,0.45,low,0.62,116.73,0,15.0,5,8.45,0.0,101.5,medium,0.58,T12,5.23,1,delivery,T12,1,24.55,medium,0.9,0.61
case_55,Gate In,Res.GateIn,2026-04-20 19:07:00,2026-04-20 19:07:00,2026-04-20 19:07:00,1,0,0,0.5292,top_3,0.7316,121.9,0,2.0,2,17.78,0.0,87.62,very_high,0.62,T14,7.73,1,delivery,T14,1,15.37,high,0.8284,0.64
case_56,Gate In,Res.GateIn,2026-04-20 19:07:00,2026-04-20 19:07:00,2026-04-20 19:07:00,1,0,0,0.47,low,0.2312,49.0,1,21.0,10,11.5,0.5,30.75,low,0.5856,T12,0.75,2,mixed,T12,2,7.5,low,0.7056,0.5856
case_57,Gate In,Res.GateIn,2026-04-20 19:07:00,2026-04-20 19:07:00,2026-04-20 19:07:00,0,0,0,0.44,low,0.64,68.67,1,13.0,4,13.08,1.0,60.27,high,0.58,T17,5.15,1,receive,T17,1,7.15,medium,0.8765,0.61
case_42,RMG_receive,T18,2026-04-20 18:57:00,2026-04-20 19:08:00,2026-04-20 19:15:00,0,0,0,0.49,mid,0.74,186.3,1,6.0,5,27.3,1.0,140.4,very_high,0.6168,T18,6.4,1,receive,T18,1,25.2,medium,0.8735,0.6368
case_58,Gate In,Res.GateIn,2026-04-20 19:08:00,2026-04-20 19:08:00,2026-04-20 19:08:00,1,0,0,0.3936,non_rmg,0.3936,168.03,0,,3,23.97,1.0,135.0,low,0.6,VC,47.63,1,delivery,VC,1,47.63,very_high,0.75,0.59
case_32,Gate Out,Res.GateOut,2026-04-20 19:04:00,2026-04-20 19:09:00,2026-04-20 19:09:00,0,0,0,0.393,non_rmg,0.75,173.02,1,,4,25.48,1.0,141.5,very_high,0.6,MT,25.48,1,receive,MT,1,51.32,very_high,0.75,0.59
case_44,Gate Out,Res.GateOut,2026-04-20 19:03:00,2026-04-20 19:09:00,2026-04-20 19:09:00,0,0,0,0.4056,low,0.4744,18.5,1,12.0,4,8.25,1.0,12.25,low,0.44,T16,2.5,1,receive,T16,1,1.75,low,0.81,0.5
case_47,RMG_receive,T15,2026-04-20 19:01:00,2026-04-20 19:09:00,2026-04-20 19:19:00,0,0,0,0.48,mid,0.671,117.6,1,9.0,5,12.0,1.0,98.2,high,0.5905,T15,5.2,1,receive,T15,1,17.2,medium,0.87,0.62
case_52,LL_delivery,LL,2026-04-20 19:04:00,2026-04-20 19:09:00,2026-04-20 19:12:00,1,0,0,0.49,non_rmg,0.9162,21.13,0,,2,5.0,0.0,17.13,very_high,0.5723,MT,5.0,1,delivery,MT,1,1.0,medium,0.9162,0.6162
case_59,Gate In,Res.GateIn,2026-04-20 19:09:00,2026-04-20 19:09:00,2026-04-20 19:09:00,0,0,1,0.4493,non_rmg,0.4493,176.47,1,,6,41.07,1.0,122.93,low,0.58,VC,23.07,1,receive,VC,1,23.07,very_high,0.8607,0.61
case_60,Gate In,Res.GateIn,2026-04-20 19:09:00,2026-04-20 19:09:00,2026-04-20 19:09:00,1,0,0,0.3692,mid,0.6076,162.68,1,8.0,10,21.53,0.5,137.73,medium,0.52,T15,7.9,2,mixed,T15,2,13.37,high,0.8792,0.5592
case_24,Gate Out,Res.GateOut,2026-04-20 19:05:00,2026-04-20 19:10:00,2026-04-20 19:10:00,0,0,0,0.45,mid,0.7009,167.8,1,7.0,4,33.03,1.0,116.33,high,0.5791,T13,6.9,1,receive,T13,1,19.77,medium,0.8582,0.6091
case_61,Gate In,Res.GateIn,2026-04-20 19:10:00,2026-04-20 19:10:00,2026-04-20 19:10:00,1,0,0,0.5049,mid,0.7249,128.4,1,9.0,9,28.03,0.5,115.03,very_high,0.55,T14,7.97,2,mixed,T14,2,16.1,high,0.69,0.5625
case_3,Gate Out,Res.GateOut,2026-04-20 18:31:00,2026-04-20 19:11:00,2026-04-20 19:11:00,0,0,0,0.4,top_3,0.63,144.6,1,2.0,5,11.5,1.0,135.3,medium,0.4908,T21,7.7,1,receive,T21,1,12.8,high,0.8115,0.5308
case_36,Gate Out,Res.GateOut,2026-04-20 19:00:00,2026-04-20 19:11:00,2026-04-20 19:11:00,0,0,0,0.42,top_3,0.6179,19.2,1,2.0,5,6.15,1.0,17.9,medium,0.5279,T18,0.15,1,receive,T18,1,0.15,low,0.8521,0.56
case_38,HO2_receive,HO2,2026-04-20 18:57:00,2026-04-20 19:11:00,2026-04-20 20:52:00,0,0,0,0.4579,non_rmg,0.4579,92.83,1,,4,20.83,1.0,64.33,low,0.58,VC,10.67,1,receive,VC,1,10.67,high,0.7242,0.586
case_58,HO2_delivery,HO2,2026-04-20 19:08:00,2026-04-20 19:11:00,2026-04-20 19:17:00,1,0,0,0.3936,non_rmg,0.3936,168.03,0,,3,23.97,1.0,135.0,low,0.6,VC,47.63,1,delivery,VC,1,47.63,very_high,0.75,0.59
case_62,Gate In,Res.GateIn,2026-04-20 19:11:00,2026-04-20 19:11:00,2026-04-20 19:11:00,1,0,0,0.5048,low,0.4462,92.55,0,21.0,3,16.9,1.0,80.25,low,0.6124,T08,6.7,1,delivery,T08,1,16.05,medium,0.8062,0.6286
case_60,LL_delivery,LL,2026-04-20 19:09:00,2026-04-20 19:11:00,2026-04-20 19:16:00,1,0,0,0.3692,mid,0.6076,162.68,1,8.0,10,21.53,0.5,137.73,medium,0.52,T15,7.9,2,mixed,T15,2,13.37,high,0.8792,0.5592
case_56,LL_delivery,LL,2026-04-20 19:07:00,2026-04-20 19:12:00,2026-04-20 19:17:00,1,0,0,0.47,low,0.2312,49.0,1,21.0,10,11.5,0.5,30.75,low,0.5856,T12,0.75,2,mixed,T12,2,7.5,low,0.7056,0.5856
case_63,Gate In,Res.GateIn,2026-04-20 19:12:00,2026-04-20 19:12:00,2026-04-20 19:12:00,1,0,0,0.42,mid,0.6,44.6,0,4.0,4,6.45,1.0,37.4,medium,0.52,T21,1.45,1,delivery,T21,1,2.65,low,0.86,0.56
case_51,Gate Out,Res.GateOut,2026-04-20 19:10:00,2026-04-20 19:13:00,2026-04-20 19:13:00,0,0,0,0.36,low,0.363,55.0,1,19.0,5,13.6,1.0,66.8,low,0.506,T10,4.2,1,receive,T10,1,4.2,low,0.877,0.543
case_55,RMG_delivery,T14,2026-04-20 19:07:00,2026-04-20 19:13:00,2026-04-20 19:19:00,1,0,0,0.5292,top_3,0.7316,121.9,0,2.0,2,17.78,0.0,87.62,very_high,0.62,T14,7.73,1,delivery,T14,1,15.37,high,0.8284,0.64
case_64,Gate In,Res.GateIn,2026-04-20 19:13:00,2026-04-20 19:13:00,2026-04-20 19:13:00,1,0,0,0.42,low,0.4395,165.73,1,15.0,12,38.1,0.5,138.43,low,0.5295,T06,6.92,2,mixed,T06,1,21.52,medium,0.7295,0.54
case_61,LL_delivery,LL,2026-04-20 19:10:00,2026-04-20 19:13:00,2026-04-20 19:30:00,1,0,0,0.5049,mid,0.7249,128.4,1,9.0,9,28.03,0.5,115.03,very_high,0.55,T14,7.97,2,mixed,T14,2,16.1,high,0.69,0.5625
case_65,Gate In,Res.GateIn,2026-04-20 19:13:00,2026-04-20 19:13:00,2026-04-20 19:13:00,1,0,0,0.5795,low,0.3905,66.6,0,17.0,3,13.82,1.0,74.58,low,0.5695,T13,5.27,1,delivery,T13,1,15.63,medium,0.81,0.6095
case_66,Gate In,Res.GateIn,2026-04-20 19:14:00,2026-04-20 19:14:00,2026-04-20 19:14:00,1,0,0,0.4902,non_rmg,0.79,61.73,0,,3,22.82,0.0,40.12,very_high,0.6051,MT,22.82,1,delivery,MT,1,5.97,very_high,0.79,0.6151
case_28,Gate Out,Res.GateOut,2026-04-20 19:09:00,2026-04-20 19:15:00,2026-04-20 19:15:00,0,0,0,0.4784,mid,0.6916,28.65,2,7.0,10,6.0,1.0,21.35,high,0.61,T10,1.95,2,receive,T10,2,2.95,low,0.87,0.63
case_29,Gate Out,Res.GateOut,2026-04-20 18:56:00,2026-04-20 19:15:00,2026-04-20 19:15:00,0,0,0,0.5713,low,0.5027,38.4,1,15.0,4,8.27,1.0,30.6,low,0.5613,T09,4.6,1,receive,T09,1,9.4,medium,0.81,0.6013
case_48,Gate Out,Res.GateOut,2026-04-20 19:07:00,2026-04-20 19:15:00,2026-04-20 19:15:00,1,0,0,0.4064,low,0.4743,103.43,0,17.0,4,11.7,1.0,105.37,low,0.4836,T10,5.87,1,delivery,T10,1,12.33,medium,0.8036,0.5236
case_57,RMG_receive,T17,2026-04-20 19:07:00,2026-04-20 19:15:00,2026-04-20 19:19:00,0,0,0,0.44,low,0.64,68.67,1,13.0,4,13.08,1.0,60.27,high,0.58,T17,5.15,1,receive,T17,1,7.15,medium,0.8765,0.61
case_67,Gate In,Res.GateIn,2026-04-20 19:15:00,2026-04-20 19:15:00,2026-04-20 19:15:00,0,0,0,0.4533,mid,0.66,171.32,1,10.0,5,7.95,1.0,133.83,high,0.5833,T09,5.63,1,receive,T09,1,32.2,medium,0.9033,0.6133
case_66,LL_delivery,LL,2026-04-20 19:14:00,2026-04-20 19:15:00,2026-04-20 19:19:00,1,0,0,0.4902,non_rmg,0.79,61.73,0,,3,22.82,0.0,40.12,very_high,0.6051,MT,22.82,1,delivery,MT,1,5.97,very_high,0.79,0.6151
case_68,Gate In,Res.GateIn,2026-04-20 19:15:00,2026-04-20 19:15:00,2026-04-20 19:15:00,0,0,0,0.49,mid,0.7451,35.0,1,4.0,5,10.9,1.0,29.03,very_high,0.6151,T23,2.9,1,receive,T23,1,3.0,low,0.8549,0.63
case_69,Gate In,Res.GateIn,2026-04-20 19:15:00,2026-04-20 19:15:00,2026-04-20 19:15:00,1,0,0,0.37,non_rmg,0.37,117.4,0,,4,33.2,1.0,83.8,low,0.49,VC,28.2,1,delivery,VC,1,28.2,very_high,0.853,0.53
case_70,Gate In,Res.GateIn,2026-04-20 19:15:00,2026-04-20 19:15:00,2026-04-20 19:15:00,1,1,1,0.4026,non_rmg,0.4026,146.77,1,,21,10.93,1.0,126.5,low,0.5052,VC,17.07,2,mixed,VC,1,17.07,very_high,0.8352,0.5426
case_71,Gate In,Res.GateIn,2026-04-20 19:15:00,2026-04-20 19:15:00,2026-04-20 19:15:00,0,0,0,0.4718,mid,0.6841,146.97,1,8.0,5,5.37,1.0,114.53,high,0.5841,T17,5.37,1,receive,T17,1,36.23,medium,0.9159,0.62
case_72,Gate In,Res.GateIn,2026-04-20 19:15:00,2026-04-20 19:15:00,2026-04-20 19:15:00,1,0,0,0.494,non_rmg,0.494,31.93,0,,4,5.77,1.0,27.38,low,0.534,VC,6.23,1,delivery,VC,1,6.23,medium,0.774,0.57
case_73,Gate In,Res.GateIn,2026-04-20 19:15:00,2026-04-20 19:15:00,2026-04-20 19:15:00,0,0,0,0.5542,low,0.3571,36.8,1,17.0,5,7.45,1.0,30.15,low,0.5371,T10,5.4,1,receive,T10,1,4.0,medium,0.8171,0.5871
case_74,Gate In,Res.GateIn,2026-04-20 19:15:00,2026-04-20 19:15:00,2026-04-20 19:15:00,0,0,0,0.37,low,0.223,94.47,1,19.0,5,31.07,1.0,69.93,low,0.49,T07,0.27,1,receive,T07,1,23.4,low,0.8543,0.53
case_67,RMG_receive,T09,2026-04-20 19:15:00,2026-04-20 19:16:00,2026-04-20 19:37:00,0,0,0,0.4533,mid,0.66,171.32,1,10.0,5,7.95,1.0,133.83,high,0.5833,T09,5.63,1,receive,T09,1,32.2,medium,0.9033,0.6133
case_71,RMG_receive,T17,2026-04-20 19:15:00,2026-04-20 19:16:00,2026-04-20 19:30:00,0,0,0,0.4718,mid,0.6841,146.97,1,8.0,5,5.37,1.0,114.53,high,0.5841,T17,5.37,1,receive,T17,1,36.23,medium,0.9159,0.62
case_34,Gate Out,Res.GateOut,2026-04-20 19:08:00,2026-04-20 19:17:00,2026-04-20 19:17:00,1,0,0,0.5,mid,0.586,35.67,0,7.0,4,2.92,1.0,26.0,medium,0.47,T16,3.83,1,delivery,T16,1,9.83,low,0.86,0.54
case_53,Gate Out,Res.GateOut,2026-04-20 19:08:00,2026-04-20 19:17:00,2026-04-20 19:17:00,1,0,0,0.4062,mid,0.63,110.5,0,4.0,4,6.5,1.0,82.0,medium,0.5125,T21,7.5,1,delivery,T21,1,13.5,high,0.8425,0.5462
case_56,RMG_receive,T12,2026-04-20 19:17:00,2026-04-20 19:17:00,2026-04-20 19:21:00,1,0,0,0.47,low,0.2312,49.0,1,21.0,10,11.5,0.5,30.75,low,0.5856,T12,0.75,2,mixed,T12,2,7.5,low,0.7056,0.5856
case_69,HO2_delivery,HO2,2026-04-20 19:15:00,2026-04-20 19:17:00,2026-04-20 19:42:00,1,0,0,0.37,non_rmg,0.37,117.4,0,,4,33.2,1.0,83.8,low,0.49,VC,28.2,1,delivery,VC,1,28.2,very_high,0.853,0.53
case_74,RMG_receive,T07,2026-04-20 19:15:00,2026-04-20 19:17:00,2026-04-20 19:25:00,0,0,0,0.37,low,0.223,94.47,1,19.0,5,31.07,1.0,69.93,low,0.49,T07,0.27,1,receive,T07,1,23.4,low,0.8543,0.53
case_68,RMG_receive,T23,2026-04-20 19:15:00,2026-04-20 19:18:00,2026-04-20 19:26:00,0,0,0,0.49,mid,0.7451,35.0,1,4.0,5,10.9,1.0,29.03,very_high,0.6151,T23,2.9,1,receive,T23,1,3.0,low,0.8549,0.63
case_70,HO2_mixed,HO2,2026-04-20 19:15:00,2026-04-20 19:18:00,2026-04-20 20:22:00,1,1,1,0.4026,non_rmg,0.4026,146.77,1,,21,10.93,1.0,126.5,low,0.5052,VC,17.07,2,mixed,VC,1,17.07,very_high,0.8352,0.5426
case_75,Gate In,Res.GateIn,2026-04-20 19:18:00,2026-04-20 19:18:00,2026-04-20 19:18:00,0,0,0,0.5205,low,0.5826,49.17,1,14.0,4,9.58,1.0,38.08,medium,0.6105,T11,4.33,1,receive,T11,1,8.75,low,0.8395,0.6305
case_49,Gate Out,Res.GateOut,2026-04-20 19:05:00,2026-04-20 19:19:00,2026-04-20 19:19:00,0,0,0,0.4842,low,0.6132,52.65,1,14.0,4,4.85,1.0,27.3,medium,0.6021,T13,2.7,1,receive,T13,1,10.35,low,0.8011,0.6132
case_72,HO2_delivery,HO2,2026-04-20 19:15:00,2026-04-20 19:19:00,2026-04-20 20:50:00,1,0,0,0.494,non_rmg,0.494,31.93,0,,4,5.77,1.0,27.38,low,0.534,VC,6.23,1,delivery,VC,1,6.23,medium,0.774,0.57
case_76,Gate In,Res.GateIn,2026-04-20 19:20:00,2026-04-20 19:20:00,2026-04-20 19:20:00,1,1,0,0.389,low,0.579,174.42,0,12.0,6,17.25,1.0,142.92,medium,0.539,T27,4.83,1,delivery,T27,1,23.08,medium,0.9079,0.579
case_41,Gate Out,Res.GateOut,2026-04-20 19:07:00,2026-04-20 19:21:00,2026-04-20 19:21:00,0,0,0,0.4002,mid,0.6198,181.75,1,8.0,4,25.92,1.0,144.08,medium,0.5498,T23,10.0,1,receive,T23,1,22.58,high,0.74,0.5598
case_42,Gate Out,Res.GateOut,2026-04-20 19:15:00,2026-04-20 19:21:00,2026-04-20 19:21:00,0,0,0,0.49,mid,0.74,186.3,1,6.0,5,27.3,1.0,140.4,very_high,0.6168,T18,6.4,1,receive,T18,1,25.2,medium,0.8735,0.6368
case_63,RMG_delivery,T21,2026-04-20 19:12:00,2026-04-20 19:21:00,2026-04-20 19:45:00,1,0,0,0.42,mid,0.6,44.6,0,4.0,4,6.45,1.0,37.4,medium,0.52,T21,1.45,1,delivery,T21,1,2.65,low,0.86,0.56
case_77,Gate In,Res.GateIn,2026-04-20 19:21:00,2026-04-20 19:21:00,2026-04-20 19:21:00,1,0,0,0.454,non_rmg,0.706,157.0,0,,2,20.4,0.0,117.6,high,0.53,MT,20.4,1,delivery,MT,1,36.4,very_high,0.706,0.542
case_78,Gate In,Res.GateIn,2026-04-20 19:21:00,2026-04-20 19:21:00,2026-04-20 19:21:00,2,0,0,0.3764,low,0.3936,140.33,0,13.0,3,7.73,0.0,92.23,low,0.58,T07,3.7,2,delivery,T07,1,23.07,low,0.84,0.59
case_47,Gate Out,Res.GateOut,2026-04-20 19:19:00,2026-04-20 19:22:00,2026-04-20 19:22:00,0,0,0,0.48,mid,0.671,117.6,1,9.0,5,12.0,1.0,98.2,high,0.5905,T15,5.2,1,receive,T15,1,17.2,medium,0.87,0.62
case_55,Gate Out,Res.GateOut,2026-04-20 19:19:00,2026-04-20 19:22:00,2026-04-20 19:22:00,1,0,0,0.5292,top_3,0.7316,121.9,0,2.0,2,17.78,0.0,87.62,very_high,0.62,T14,7.73,1,delivery,T14,1,15.37,high,0.8284,0.64
case_58,Gate Out,Res.GateOut,2026-04-20 19:17:00,2026-04-20 19:22:00,2026-04-20 19:22:00,1,0,0,0.3936,non_rmg,0.3936,168.03,0,,3,23.97,1.0,135.0,low,0.6,VC,47.63,1,delivery,VC,1,47.63,very_high,0.75,0.59
case_66,Gate Out,Res.GateOut,2026-04-20 19:19:00,2026-04-20 19:22:00,2026-04-20 19:22:00,1,0,0,0.4902,non_rmg,0.79,61.73,0,,3,22.82,0.0,40.12,very_high,0.6051,MT,22.82,1,delivery,MT,1,5.97,very_high,0.79,0.6151
case_79,Gate In,Res.GateIn,2026-04-20 19:22:00,2026-04-20 19:22:00,2026-04-20 19:22:00,0,0,0,0.41,top_3,0.6608,34.33,1,2.0,5,6.5,1.0,30.33,high,0.5204,T23,1.83,1,receive,T23,1,1.67,low,0.8504,0.5508
case_80,Gate In,Res.GateIn,2026-04-20 19:22:00,2026-04-20 19:22:00,2026-04-20 19:22:00,1,0,0,0.4174,mid,0.6326,156.6,1,10.0,13,10.7,1.0,138.7,medium,0.54,T11,12.65,2,mixed,T11,1,15.55,very_high,0.8649,0.5774
case_81,Gate In,Res.GateIn,2026-04-20 19:22:00,2026-04-20 19:22:00,2026-04-20 19:22:00,1,0,0,0.42,mid,0.6122,191.3,0,6.0,4,35.15,1.0,147.3,medium,0.5261,T21,10.1,1,delivery,T21,1,18.85,high,0.8539,0.5661
case_37,Gate Out,Res.GateOut,2026-04-20 19:19:00,2026-04-20 19:23:00,2026-04-20 19:23:00,1,0,0,0.5798,mid,0.7699,85.53,1,4.0,11,18.2,0.5,99.5,very_high,0.59,T21,4.93,2,mixed,T21,1,30.63,medium,0.7899,0.62
case_43,Gate Out,Res.GateOut,2026-04-20 19:05:00,2026-04-20 19:23:00,2026-04-20 19:23:00,0,0,0,0.4529,low,0.48,171.15,1,15.0,5,7.45,1.0,135.5,low,0.5829,T06,6.0,1,receive,T06,1,34.2,medium,0.9029,0.6129
